t,x,y,z,roll,pitch,heading,u,v,w,p,q,r
0.01666667,-0.00002424,-0.00002425,0.00184432,0.00012422,-0.00012774,0.00000348,-0.00145456,-0.00145479,0.11065944,0.00745332,-0.00766455,0.00020883
0.03333333,-0.00007156,-0.00007148,0.00546496,0.00034691,-0.00037375,0.00001061,-0.00281146,-0.00286092,0.21723844,0.01336107,-0.01476015,0.00042985
0.05000000,-0.00014143,-0.00013968,0.01078596,0.00064702,-0.00072964,0.00002140,-0.00407264,-0.00420274,0.31926006,0.01800728,-0.02135360,0.00065432
0.06666667,-0.00023384,-0.00022634,0.01772500,0.00100739,-0.00118809,0.00003571,-0.00524101,-0.00546919,0.41634243,0.02162268,-0.02750650,0.00087688
0.08333333,-0.00034922,-0.00032869,0.02619499,0.00141394,-0.00174263,0.00005337,-0.00631934,-0.00665271,0.50820084,0.02439412,-0.03327098,0.00109288
0.10000000,-0.00048832,-0.00044383,0.03610570,0.00185511,-0.00238746,0.00007396,-0.00730986,-0.00774839,0.59464595,0.02647274,-0.03868809,0.00129028
0.11666667,-0.00065209,-0.00056910,0.04736524,0.00232227,-0.00311727,0.00009714,-0.00821416,-0.00876902,0.67557897,0.02803288,-0.04378615,0.00147205
0.13333333,-0.00084164,-0.00070405,0.05988146,0.00281538,-0.00392697,0.00012312,-0.00903267,-0.00983953,0.75098413,0.02959108,-0.04857835,0.00167162
0.15000000,-0.00105818,-0.00084658,0.07356316,0.00332891,-0.00481181,0.00015241,-0.00976972,-0.01086157,0.82091939,0.03081899,-0.05308503,0.00190636
0.16666667,-0.00130295,-0.00099386,0.08832116,0.00385532,-0.00576709,0.00018439,-0.01042640,-0.01178257,0.88550590,0.03159366,-0.05730995,0.00210984
0.18333333,-0.00157699,-0.00114624,0.10405173,0.00430661,-0.00678782,0.00021940,-0.01100057,-0.01277843,0.94387140,0.02708972,-0.06123526,0.00233652
0.20000000,-0.00188094,-0.00130392,0.12060266,0.00451581,-0.00786915,0.00025781,-0.01149810,-0.01373407,0.99310693,0.01256763,-0.06486921,0.00258389
0.21666667,-0.00221463,-0.00147327,0.13777594,0.00452133,-0.00900566,0.00029979,-0.01191533,-0.01480911,1.03046562,0.00035065,-0.06817863,0.00282699
0.23333333,-0.00257743,-0.00165987,0.15537774,0.00437273,-0.01019157,0.00034621,-0.01225958,-0.01596512,1.05619987,-0.00889077,-0.07114136,0.00310669
0.25000000,-0.00296802,-0.00186919,0.17322428,0.00411199,-0.01142015,0.00039725,-0.01252559,-0.01723414,1.07091058,-0.01561301,-0.07370092,0.00338474
0.26666667,-0.00338462,-0.00210445,0.19114351,0.00377148,-0.01268425,0.00045345,-0.01272220,-0.01852746,1.07530249,-0.02039243,-0.07583143,0.00368351
0.28333333,-0.00382476,-0.00236978,0.20897624,0.00338041,-0.01397575,0.00051526,-0.01284211,-0.01994386,1.07014501,-0.02341690,-0.07747498,0.00400011
0.30000000,-0.00428550,-0.00266523,0.22657661,0.00295814,-0.01528607,0.00058269,-0.01289267,-0.02128370,1.05623970,-0.02527961,-0.07860515,0.00431112
