t,x,y,z,roll,pitch,heading,u,v,w,p,q,r
0.01666667,-0.00000188,0.00000163,0.00184432,-0.00001076,-0.00001285,-0.00000169,-0.00011259,0.00009797,0.11065944,-0.00064531,-0.00077100,-0.00010161
0.03333333,-0.00000530,0.00000366,0.00546496,-0.00002250,-0.00003582,-0.00000467,-0.00020243,0.00012409,0.21723840,-0.00070446,-0.00137811,-0.00017879
0.05000000,-0.00001016,0.00000559,0.01078596,-0.00003216,-0.00006756,-0.00000875,-0.00028023,0.00012266,0.31925988,-0.00057963,-0.00190472,-0.00024479
0.06666667,-0.00001653,0.00000763,0.01772500,-0.00004190,-0.00010783,-0.00001385,-0.00035431,0.00013616,0.41634204,-0.00058488,-0.00241573,-0.00030623
0.08333333,-0.00002466,0.00001068,0.02619500,-0.00005792,-0.00015736,-0.00002001,-0.00043265,0.00020383,0.50820017,-0.00096081,-0.00297230,-0.00036971
0.10000000,-0.00003496,0.00001510,0.03610575,-0.00008257,-0.00021814,-0.00002746,-0.00052492,0.00030017,0.59464504,-0.00147895,-0.00364635,-0.00044719
0.11666667,-0.00004817,0.00002056,0.04736538,-0.00011324,-0.00029377,-0.00003656,-0.00064496,0.00038328,0.67557794,-0.00184082,-0.00453789,-0.00054601
0.13333333,-0.00006512,0.00002669,0.05988176,-0.00014782,-0.00038835,-0.00004669,-0.00079637,0.00045281,0.75098323,-0.00207490,-0.00567465,-0.00060848
0.15000000,-0.00008647,0.00003431,0.07356374,-0.00019190,-0.00050407,-0.00005780,-0.00096203,0.00057831,0.82091895,-0.00264489,-0.00694318,-0.00066746
0.16666667,-0.00011322,0.00004316,0.08832217,-0.00024407,-0.00064506,-0.00007050,-0.00115888,0.00070079,0.88550637,-0.00313037,-0.00845904,-0.00076387
0.18333333,-0.00014631,0.00005262,0.10407080,-0.00030088,-0.00081419,-0.00008449,-0.00137597,0.00079813,0.94491905,-0.00340964,-0.01014793,-0.00084162
0.20000000,-0.00018673,0.00006331,0.12072698,-0.00036652,-0.00101425,-0.00010004,-0.00161158,0.00094180,0.99937191,-0.00393885,-0.01200313,-0.00093689
0.21666667,-0.00023545,0.00007441,0.13821213,-0.00043658,-0.00124716,-0.00011722,-0.00185907,0.00105061,1.04911097,-0.00420471,-0.01397418,-0.00103574
0.23333333,-0.00029347,0.00008618,0.15645214,-0.00051269,-0.00151468,-0.00013616,-0.00211649,0.00118303,1.09440382,-0.00456810,-0.01605077,-0.00114339
0.25000000,-0.00036165,0.00009843,0.17537759,-0.00059392,-0.00181708,-0.00015706,-0.00237117,0.00131714,1.13553126,-0.00487577,-0.01814339,-0.00126338
0.26666667,-0.00044072,0.00011030,0.19492382,-0.00067575,-0.00215370,-0.00018036,-0.00261318,0.00140745,1.17278001,-0.00491197,-0.02019623,-0.00140984
0.28333333,-0.00053154,0.00012150,0.21503096,-0.00075673,-0.00252425,-0.00020593,-0.00285068,0.00148634,1.20643673,-0.00486210,-0.02223233,-0.00154930
0.30000000,-0.00063459,0.00013156,0.23564383,-0.00083428,-0.00292633,-0.00023420,-0.00306151,0.00153872,1.23678309,-0.00465757,-0.02412333,-0.00171436
0.31666667,-0.00075013,0.00013957,0.25671180,-0.00090412,-0.00335647,-0.00026557,-0.00323309,0.00153341,1.26409202,-0.00419598,-0.02580662,-0.00190425
0.33333333,-0.00087833,0.00014497,0.27818858,-0.00096359,-0.00381105,-0.00030010,-0.00336718,0.00148692,1.28862483,-0.00357501,-0.02727286,-0.00209617
0.35000000,-0.00101944,0.00014709,0.30002717,-0.00099942,-0.00428644,-0.00033819,-0.00347284,0.00138745,1.31033757,-0.00215857,-0.02852147,-0.00231278
0.36666667,-0.00117227,0.00014569,0.32197189,-0.00102104,-0.00477746,-0.00037997,-0.00352561,0.00122894,1.31670968,-0.00130781,-0.02945855,-0.00253661
0.38333333,-0.00133505,0.00014018,0.34379023,-0.00103573,-0.00527794,-0.00042580,-0.00351241,0.00100217,1.30913161,-0.00089456,-0.03002608,-0.00278033
0.40000000,-0.00150562,0.00012951,0.36527313,-0.00104876,-0.00578135,-0.00047587,-0.00343066,0.00069045,1.28900993,-0.00079763,-0.03020169,-0.00303532
