t,x,y,z,roll,pitch,heading,u,v,w,p,q,r
0.01666667,-0.00002484,-0.00000249,0.00184432,0.00001278,-0.00013264,-0.00000502,-0.00149031,-0.00014965,0.11065944,0.00076672,-0.00795825,-0.00030128
0.03333333,-0.00007391,-0.00000764,0.00546496,0.00003715,-0.00039002,-0.00001510,-0.00291534,-0.00031131,0.21723837,0.00146231,-0.01544303,-0.00060426
0.05000000,-0.00014728,-0.00001549,0.01078593,0.00007219,-0.00076549,-0.00003024,-0.00427757,-0.00048340,0.31925977,0.00210181,-0.02252790,-0.00090799
0.06666667,-0.00024553,-0.00002607,0.01772488,0.00011716,-0.00125325,-0.00005072,-0.00557650,-0.00066462,0.41634172,0.00269737,-0.02926598,-0.00122683
0.08333333,-0.00036942,-0.00003983,0.02619473,0.00017325,-0.00184728,-0.00007701,-0.00679650,-0.00088562,0.50819949,0.00336360,-0.03564225,-0.00157283
0.10000000,-0.00052033,-0.00005669,0.03610520,0.00023985,-0.00254295,-0.00010925,-0.00795626,-0.00111556,0.59464377,0.00399225,-0.04174044,-0.00192753
0.11666667,-0.00069997,-0.00007653,0.04736438,0.00031649,-0.00333631,-0.00014773,-0.00906013,-0.00135361,0.67557579,0.00459237,-0.04760187,-0.00229721
0.13333333,-0.00090970,-0.00009987,0.05987665,0.00038677,-0.00422201,-0.00019303,-0.01007862,-0.00163981,0.75077365,0.00420776,-0.05314316,-0.00270082
0.15000000,-0.00115108,-0.00012692,0.07343143,0.00040955,-0.00519662,-0.00024526,-0.01104896,-0.00194042,0.81334011,0.00135402,-0.05847764,-0.00311115
0.16666667,-0.00142471,-0.00015959,0.08780761,0.00039466,-0.00625479,-0.00030497,-0.01193443,-0.00231758,0.86264372,-0.00091233,-0.06349169,-0.00355661
0.18333333,-0.00173131,-0.00019904,0.10278930,0.00034848,-0.00739198,-0.00037252,-0.01277246,-0.00272731,0.89899766,-0.00279628,-0.06823319,-0.00402623
0.20000000,-0.00207048,-0.00024726,0.11816939,0.00027814,-0.00860172,-0.00044830,-0.01352734,-0.00322218,0.92292923,-0.00425382,-0.07258540,-0.00452147
0.21666667,-0.00244174,-0.00030527,0.13375222,0.00018796,-0.00987770,-0.00053296,-0.01423095,-0.00375081,0.93512625,-0.00545423,-0.07656036,-0.00505786
0.23333333,-0.00284367,-0.00037495,0.14935549,0.00008303,-0.01121226,-0.00062642,-0.01486500,-0.00436955,0.93638780,-0.00635144,-0.08007471,-0.00559238
0.25000000,-0.00327419,-0.00045807,0.16481134,-0.00003278,-0.01259703,-0.00072933,-0.01542893,-0.00508061,0.92758150,-0.00701790,-0.08308690,-0.00616759
0.26666667,-0.00373084,-0.00055531,0.17996692,-0.00015718,-0.01402307,-0.00084200,-0.01593799,-0.00582457,0.90960811,-0.00754936,-0.08556190,-0.00676211
0.28333333,-0.00421011,-0.00066830,0.19468452,-0.00028768,-0.01548058,-0.00096448,-0.01636505,-0.00666444,0.88337367,-0.00793309,-0.08744944,-0.00736178
0.30000000,-0.00470850,-0.00079749,0.20884128,-0.00042271,-0.01695935,-0.00109742,-0.01674333,-0.00753615,0.84976865,-0.00822471,-0.08872395,-0.00800089
0.31666667,-0.00522158,-0.00094443,0.22232868,-0.00056091,-0.01844875,-0.00124050,-0.01704740,-0.00850758,0.80965324,-0.00843759,-0.08936062,-0.00862131
0.33333333,-0.00574479,-0.00110984,0.23505190,-0.00070134,-0.01993781,-0.00139425,-0.01729220,-0.00953538,0.76384776,-0.00859622,-0.08933811,-0.00927383
0.35000000,-0.00627304,-0.00129480,0.24692906,-0.00084341,-0.02141550,-0.00155832,-0.01746569,-0.01064136,0.71312712,-0.00872068,-0.08865466,-0.00990439
0.36666667,-0.00680114,-0.00149989,0.25789041,-0.00098657,-0.02287066,-0.00173305,-0.01757582,-0.01179964,0.65821855,-0.00881412,-0.08730072,-0.01055497
0.38333333,-0.00732349,-0.00172625,0.26787756,-0.00113097,-0.02429257,-0.00191788,-0.01760591,-0.01304431,0.59980159,-0.00891757,-0.08530387,-0.01117092
0.40000000,-0.00783480,-0.00197408,0.27684269,-0.00127576,-0.02567021,-0.00211311,-0.01757497,-0.01431938,0.53850971,-0.00897206,-0.08264488,-0.01180412
0.41666667,-0.00832946,-0.00224492,0.28474782,-0.00142245,-0.02699344,-0.00231811,-0.01746121,-0.01570734,0.47493309,-0.00911684,-0.07937776,-0.01239726
0.43333333,-0.00880209,-0.00253896,0.29156418,-0.00157010,-0.02825238,-0.00253259,-0.01726826,-0.01712525,0.40962198,-0.00920652,-0.07551849,-0.01297136
0.45000000,-0.00924759,-0.00285634,0.29727158,-0.00171801,-0.02943755,-0.00275643,-0.01699711,-0.01857219,0.34309049,-0.00925376,-0.07108862,-0.01353649
0.46666667,-0.00966095,-0.00319873,0.30185785,-0.00186882,-0.03054038,-0.00298885,-0.01663527,-0.02013789,0.27582040,-0.00945932,-0.06614602,-0.01405300
0.48333333,-0.01003753,-0.00356629,0.30531840,-0.00202155,-0.03155313,-0.00322927,-0.01617753,-0.02173158,0.20826477,-0.00960431,-0.06073816,-0.01453218
0.50000000,-0.01037303,-0.00395915,0.30765575,-0.00217546,-0.03246879,-0.00347715,-0.01561980,-0.02335210,0.14085174,-0.00970325,-0.05490924,-0.01497631
0.51666667,-0.01066399,-0.00437748,0.30888576,-0.00229465,-0.03328075,-0.00373202,-0.01496551,-0.02499825,0.07438008,-0.00764837,-0.04868444,-0.01539021
0.53333333,-0.01090759,-0.00482141,0.30903644,-0.00233798,-0.03398342,-0.00399327,-0.01420741,-0.02666816,0.00957958,-0.00312087,-0.04212362,-0.01576300
0.55000000,-0.01110147,-0.00529127,0.30814030,-0.00229120,-0.03457213,-0.00426015,-0.01334022,-0.02836274,-0.05327942,0.00226251,-0.03528550,-0.01608600
0.56666667,-0.01124373,-0.00578773,0.30623241,-0.00216158,-0.03504319,-0.00453187,-0.01236074,-0.03008506,-0.11404591,0.00721352,-0.02822582,-0.01635813
0.58333333,-0.01133305,-0.00631175,0.30335278,-0.00196926,-0.03539377,-0.00480761,-0.01126640,-0.03183780,-0.17242031,0.01095993,-0.02099921,-0.01657956
0.60000000,-0.01136862,-0.00686446,0.29954645,-0.00174548,-0.03562199,-0.00508651,-0.01005505,-0.03362191,-0.22810101,0.01283416,-0.01366020,-0.01675072
0.61666667,-0.01135026,-0.00744699,0.29486503,-0.00153252,-0.03572683,-0.00536775,-0.00872550,-0.03543569,-0.28069131,0.01217698,-0.00626118,-0.01687454
0.63333333,-0.01127857,-0.00806020,0.28936894,-0.00137557,-0.03570789,-0.00565078,-0.00728260,-0.03727399,-0.32965905,0.00881005,0.00116244,-0.01696890
0.65000000,-0.01115493,-0.00870447,0.28312977,-0.00130195,-0.03556530,-0.00593489,-0.00573262,-0.03912865,-0.37433094,0.00380900,0.00857887,-0.01702448
0.66666667,-0.01098149,-0.00937972,0.27623046,-0.00130094,-0.03529994,-0.00621909,-0.00407967,-0.04099163,-0.41402222,-0.00054579,0.01594399,-0.01702047
0.68333333,-0.01076075,-0.01008571,0.26875803,-0.00135940,-0.03491366,-0.00650234,-0.00232398,-0.04285975,-0.44848785,-0.00410749,0.02319868,-0.01695379
0.70000000,-0.01049537,-0.01082049,0.26080129,-0.00146240,-0.03440929,-0.00678371,-0.00046564,-0.04463145,-0.47761878,-0.00676942,0.03028490,-0.01683103
0.71666667,-0.01018830,-0.01158315,0.25244937,-0.00159994,-0.03379011,-0.00706319,0.00148351,-0.04636707,-0.50139586,-0.00882913,0.03717577,-0.01670469
0.73333333,-0.00984271,-0.01237350,0.24379034,-0.00176525,-0.03305953,-0.00734056,0.00350584,-0.04810553,-0.51988076,-0.01048065,0.04386141,-0.01656241
0.75000000,-0.00946171,-0.01319140,0.23491007,-0.00195266,-0.03222155,-0.00761511,0.00559562,-0.04984607,-0.53320559,-0.01178911,0.05030779,-0.01637538
