t,x,y,z,roll,pitch,heading,u,v,w,p,q,r,lon,lat,left,right,bow_ver,bow_hor,stern_ver,stern_hor,elevator,rudder,
124.60000000,17.81909675,-0.00109020,0.34230728,-0.00001581,-0.00841352,6.28316274,0.20142380,-0.00001256,0.15803516,0.00002670,-0.00947908,-0.00000216,-0.00000001,0.00016036,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
124.65000000,17.82910110,-0.00109093,0.35029349,-0.00001447,-0.00888748,6.28316264,0.20119332,-0.00001160,0.14347099,0.00002725,-0.00888328,-0.00000244,-0.00000001,0.00016045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
124.70000000,17.83909662,-0.00109163,0.35755616,-0.00001311,-0.00933164,6.28316253,0.20086251,-0.00001072,0.12907868,0.00002774,-0.00829282,-0.00000270,-0.00000001,0.00016054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
124.75000000,17.84907908,-0.00109231,0.36410353,-0.00001172,-0.00974628,6.28316240,0.20044006,-0.00000992,0.11484663,0.00002818,-0.00770756,-0.00000295,-0.00000001,0.00016063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
124.80000000,17.85904464,-0.00109297,0.36994326,-0.00001031,-0.01013166,6.28316225,0.19993441,-0.00000920,0.10076357,0.00002856,-0.00712736,-0.00000317,-0.00000001,0.00016072,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
124.85000000,17.86898981,-0.00109360,0.37508247,-0.00000888,-0.01048803,6.28316210,0.19935376,-0.00000856,0.08681855,0.00002888,-0.00655206,-0.00000337,-0.00000001,0.00016081,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
124.90000000,17.87891142,-0.00109422,0.37952769,-0.00000744,-0.01081563,6.28316193,0.19870608,-0.00000801,0.07300095,0.00002914,-0.00598154,-0.00000356,-0.00000001,0.00016090,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
124.95000000,17.88880666,-0.00109483,0.38328498,-0.00000598,-0.01111471,6.28316176,0.19799913,-0.00000754,0.05930038,0.00002934,-0.00541563,-0.00000373,-0.00000001,0.00016099,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.00000000,17.89867305,-0.00109542,0.38635985,-0.00000451,-0.01138549,6.28316157,0.19724049,-0.00000716,0.04570674,0.00002948,-0.00485418,-0.00000387,-0.00000001,0.00016108,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.05000000,17.90850842,-0.00109600,0.38875732,-0.00000303,-0.01162820,6.28316138,0.19643756,-0.00000687,0.03221015,0.00002956,-0.00429706,-0.00000400,-0.00000001,0.00016116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.10000000,17.91831091,-0.00109657,0.39048193,-0.00000155,-0.01184305,6.28316118,0.19559758,-0.00000666,0.01880096,0.00002958,-0.00374410,-0.00000411,-0.00000001,0.00016125,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.15000000,17.92807897,-0.00109714,0.39153773,-0.00000007,-0.01203026,6.28316098,0.19472763,-0.00000655,0.00546971,0.00002954,-0.00319518,-0.00000420,-0.00000001,0.00016134,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.20000000,17.93781136,-0.00109771,0.39192833,0.00000141,-0.01219002,6.28316077,0.19383469,-0.00000652,-0.00779286,0.00002944,-0.00265013,-0.00000426,-0.00000001,0.00016143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.25000000,17.94750712,-0.00109827,0.39165685,0.00000288,-0.01232252,6.28316055,0.19292557,-0.00000658,-0.02099400,0.00002927,-0.00210752,-0.00000431,-0.00000001,0.00016151,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.30000000,17.95716560,-0.00109883,0.39072609,0.00000435,-0.01242790,6.28316034,0.19200698,-0.00000672,-0.03413208,0.00002905,-0.00156595,-0.00000434,-0.00000001,0.00016160,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.35000000,17.96678642,-0.00109940,0.38913893,0.00000581,-0.01250620,6.28316012,0.19108557,-0.00000694,-0.04720441,0.00002877,-0.00102490,-0.00000435,-0.00000001,0.00016169,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.40000000,17.97636946,-0.00109998,0.38689838,0.00000725,-0.01255744,6.28315990,0.19016793,-0.00000724,-0.06020840,0.00002844,-0.00048385,-0.00000433,-0.00000001,0.00016177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.45000000,17.98591491,-0.00110056,0.38400759,0.00000867,-0.01258163,6.28315969,0.18926061,-0.00000761,-0.07314151,0.00002805,0.00005769,-0.00000430,-0.00000001,0.00016186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.50000000,17.99542321,-0.00110115,0.38046987,0.00001008,-0.01257875,6.28315947,0.18837008,-0.00000806,-0.08600060,0.00002760,0.00060016,-0.00000425,-0.00000001,0.00016195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.55000000,18.00489505,-0.00110176,0.37628865,0.00001146,-0.01254874,6.28315926,0.18750275,-0.00000858,-0.09877650,0.00002711,0.00114369,-0.00000418,-0.00000001,0.00016203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.60000000,18.01433143,-0.00110238,0.37146785,0.00001282,-0.01249156,6.28315905,0.18666500,-0.00000918,-0.11146472,0.00002656,0.00168852,-0.00000410,-0.00000001,0.00016212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.65000000,18.02373356,-0.00110301,0.36601164,0.00001415,-0.01240713,6.28315885,0.18586311,-0.00000983,-0.12406087,0.00002597,0.00223484,-0.00000400,-0.00000001,0.00016220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.70000000,18.03310296,-0.00110366,0.35992437,0.00001545,-0.01229539,6.28315865,0.18510330,-0.00001056,-0.13656064,0.00002532,0.00278283,-0.00000388,-0.00000001,0.00016228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.75000000,18.04244138,-0.00110433,0.35321064,0.00001672,-0.01215625,6.28315846,0.18439175,-0.00001134,-0.14895981,0.00002464,0.00333263,-0.00000375,-0.00000001,0.00016237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.80000000,18.05175082,-0.00110503,0.34587528,0.00001795,-0.01198962,6.28315827,0.18373452,-0.00001219,-0.16125421,0.00002392,0.00388435,-0.00000362,-0.00000001,0.00016245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.85000000,18.06103356,-0.00110574,0.33792329,0.00001915,-0.01179540,6.28315809,0.18313764,-0.00001308,-0.17343977,0.00002315,0.00443805,-0.00000347,-0.00000001,0.00016254,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.90000000,18.07029209,-0.00110648,0.32935991,0.00002031,-0.01157350,6.28315792,0.18260703,-0.00001403,-0.18551249,0.00002235,0.00499379,-0.00000331,-0.00000001,0.00016262,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
125.95000000,18.07952918,-0.00110725,0.32019058,0.00002143,-0.01132381,6.28315776,0.18214855,-0.00001503,-0.19746846,0.00002152,0.00555156,-0.00000314,-0.00000001,0.00016270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.00000000,18.08874782,-0.00110804,0.31042091,0.00002251,-0.01104623,6.28315761,0.18176797,-0.00001607,-0.20930381,0.00002066,0.00611133,-0.00000297,-0.00000001,0.00016279,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.05000000,18.09795127,-0.00110886,0.30005675,0.00002354,-0.01074066,6.28315747,0.18147096,-0.00001715,-0.22101477,0.00001977,0.00667303,-0.00000280,-0.00000001,0.00016287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.10000000,18.10714298,-0.00110972,0.28910411,0.00002453,-0.01040701,6.28315734,0.18126127,-0.00001827,-0.23263830,0.00001886,0.00724369,-0.00000263,-0.00000001,0.00016295,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.15000000,18.11632660,-0.00111060,0.27756714,0.00002548,-0.01004483,6.28315722,0.18113749,-0.00001941,-0.24427671,0.00001792,0.00793247,-0.00000247,-0.00000001,0.00016303,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.20000000,18.12550571,-0.00111152,0.26544489,0.00002637,-0.00964820,6.28315710,0.18110812,-0.00002056,-0.25585328,0.00001695,0.00888364,-0.00000233,-0.00000001,0.00016312,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.25000000,18.13468411,-0.00111247,0.25274019,0.00002722,-0.00920402,6.28315700,0.18119612,-0.00002173,-0.26710273,0.00001595,0.01009715,-0.00000221,-0.00000001,0.00016320,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.30000000,18.14386646,-0.00111345,0.23946900,0.00002802,-0.00869916,6.28315690,0.18143968,-0.00002287,-0.27742672,0.00001494,0.01144909,-0.00000211,-0.00000001,0.00016328,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.35000000,18.15305876,-0.00111447,0.22567711,0.00002877,-0.00812671,6.28315681,0.18185923,-0.00002389,-0.28635090,0.00001392,0.01286569,-0.00000202,-0.00000001,0.00016336,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.40000000,18.16226778,-0.00111551,0.21143393,0.00002946,-0.00748342,6.28315673,0.18246273,-0.00002479,-0.29344766,0.00001290,0.01428571,-0.00000195,-0.00000001,0.00016345,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.45000000,18.17150046,-0.00111658,0.19683023,0.00003011,-0.00676914,6.28315665,0.18324671,-0.00002552,-0.29830850,0.00001187,0.01565164,-0.00000189,-0.00000001,0.00016353,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.50000000,18.18076355,-0.00111768,0.18197717,0.00003070,-0.00598656,6.28315658,0.18419586,-0.00002609,-0.30054348,0.00001085,0.01690806,-0.00000182,-0.00000001,0.00016361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.55000000,18.19006314,-0.00111879,0.16700540,0.00003125,-0.00514115,6.28315652,0.18528311,-0.00002644,-0.29978657,0.00000984,0.01800175,-0.00000171,-0.00000001,0.00016370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.60000000,18.19940423,-0.00111991,0.15206390,0.00003174,-0.00424107,6.28315646,0.18647020,-0.00002645,-0.29570536,0.00000884,0.01888290,-0.00000157,-0.00000001,0.00016378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.65000000,18.20879036,-0.00112103,0.13731830,0.00003218,-0.00329692,6.28315641,0.18770938,-0.00002608,-0.28801277,0.00000786,0.01950659,-0.00000149,-0.00000001,0.00016387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.70000000,18.21822326,-0.00112215,0.12294869,0.00003257,-0.00232159,6.28315637,0.18894582,-0.00002539,-0.27648005,0.00000689,0.01983469,-0.00000146,-0.00000001,0.00016395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.75000000,18.22770262,-0.00112324,0.10914665,0.00003292,-0.00132986,6.28315633,0.19012101,-0.00002437,-0.26095136,0.00000594,0.01983724,-0.00000146,-0.00000001,0.00016404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.80000000,18.23722601,-0.00112431,0.09611174,0.00003321,-0.00033799,6.28315629,0.19117672,-0.00002298,-0.24135438,0.00000501,0.01949398,-0.00000145,-0.00000001,0.00016412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.85000000,18.24678893,-0.00112533,0.08404725,0.00003347,0.00063670,6.28315625,0.19205946,-0.00002132,-0.21771502,0.00000409,0.01879522,-0.00000144,-0.00000001,0.00016421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.90000000,18.25638497,-0.00112631,0.07315539,0.00003367,0.00157647,6.28315621,0.19272505,-0.00001926,-0.19016777,0.00000320,0.01774235,-0.00000141,-0.00000001,0.00016429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
126.95000000,18.26600622,-0.00112723,0.06363182,0.00003383,0.00246358,6.28315617,0.19314203,-0.00001695,-0.15895974,0.00000233,0.01634777,-0.00000142,-0.00000001,0.00016438,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.00000000,18.27564371,-0.00112809,0.05566007,0.00003395,0.00328097,6.28315612,0.19329521,-0.00001438,-0.12445641,0.00000147,0.01463441,-0.00000140,-0.00000001,0.00016447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.05000000,18.28528800,-0.00112888,0.04940557,0.00003402,0.00401269,6.28315608,0.19318733,-0.00001147,-0.08713697,0.00000063,0.01263471,-0.00000143,-0.00000001,0.00016455,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.10000000,18.29492981,-0.00112959,0.04501000,0.00003405,0.00464443,6.28315603,0.19283950,-0.00000841,-0.04758835,-0.00000020,0.01038944,-0.00000148,-0.00000001,0.00016464,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.15000000,18.30456063,-0.00113021,0.04258582,0.00003404,0.00516390,6.28315597,0.19229049,-0.00000533,-0.00648980,-0.00000102,0.00794632,-0.00000143,-0.00000001,0.00016473,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.20000000,18.31417335,-0.00113075,0.04221169,0.00003399,0.00556122,6.28315591,0.19159436,-0.00000216,0.03540700,-0.00000184,0.00535850,-0.00000147,-0.00000001,0.00016481,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.25000000,18.32376276,-0.00113120,0.04392874,0.00003390,0.00582914,6.28315585,0.19081763,0.00000104,0.07727524,-0.00000267,0.00265707,-0.00000147,-0.00000001,0.00016490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.30000000,18.33332600,-0.00113156,0.04773682,0.00003376,0.00596199,6.28315578,0.19003324,0.00000405,0.11819195,-0.00000350,-0.00009970,-0.00000143,-0.00000001,0.00016499,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.35000000,18.34286273,-0.00113184,0.05358966,0.00003359,0.00595701,6.28315571,0.18931676,0.00000695,0.15727235,-0.00000434,-0.00284623,-0.00000134,-0.00000001,0.00016507,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.40000000,18.35237524,-0.00113204,0.06139675,0.00003337,0.00581470,6.28315563,0.18873984,0.00000961,0.19362423,-0.00000520,-0.00551362,-0.00000126,-0.00000001,0.00016516,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.45000000,18.36186837,-0.00113216,0.07102293,0.00003311,0.00553902,6.28315556,0.18836455,0.00001220,0.22650283,-0.00000607,-0.00803492,-0.00000114,-0.00000001,0.00016524,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.50000000,18.37134918,-0.00113221,0.08229573,0.00003281,0.00513727,6.28315549,0.18823819,0.00001438,0.25528825,-0.00000696,-0.01034749,-0.00000098,-0.00000001,0.00016533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.55000000,18.38082654,-0.00113219,0.09501162,0.00003246,0.00461990,6.28315543,0.18838904,0.00001621,0.27953182,-0.00000787,-0.01239646,-0.00000080,-0.00000001,0.00016541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.60000000,18.39031046,-0.00113212,0.10894455,0.00003206,0.00400007,6.28315537,0.18882452,0.00001770,0.29894563,-0.00000880,-0.01413687,-0.00000065,-0.00000001,0.00016550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.65000000,18.39981140,-0.00113200,0.12385394,0.00003162,0.00329323,6.28315531,0.18953064,0.00001877,0.31342216,-0.00000975,-0.01553654,-0.00000048,-0.00000001,0.00016559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.70000000,18.40933949,-0.00113184,0.13949376,0.00003114,0.00251640,6.28315526,0.19047446,0.00001945,0.32301050,-0.00001072,-0.01657726,-0.00000027,-0.00000001,0.00016567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.75000000,18.41890383,-0.00113166,0.15562027,0.00003060,0.00168754,6.28315522,0.19160718,0.00001977,0.32790626,-0.00001170,-0.01725586,-0.00000002,-0.00000001,0.00016576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.80000000,18.42851184,-0.00113146,0.17199939,0.00003002,0.00082475,6.28315520,0.19286950,0.00001970,0.32842531,-0.00001269,-0.01758382,0.00000031,-0.00000001,0.00016584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.85000000,18.43816885,-0.00113126,0.18841269,0.00002938,-0.00005444,6.28315519,0.19419728,0.00001934,0.32497791,-0.00001369,-0.01758617,0.00000067,-0.00000001,0.00016593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.90000000,18.44787783,-0.00113106,0.20466212,0.00002870,-0.00093375,6.28315519,0.19552682,0.00001868,0.31804333,-0.00001469,-0.01729963,0.00000094,-0.00000001,0.00016602,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
127.95000000,18.45763932,-0.00113088,0.22057341,0.00002796,-0.00179873,6.28315521,0.19680040,0.00001779,0.30814520,-0.00001567,-0.01677028,0.00000118,-0.00000001,0.00016611,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.00000000,18.46745161,-0.00113071,0.23599834,0.00002718,-0.00263725,6.28315525,0.19796972,0.00001673,0.29583052,-0.00001664,-0.01605115,0.00000142,-0.00000001,0.00016619,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.05000000,18.47731105,-0.00113058,0.25081592,0.00002635,-0.00343981,6.28315530,0.19899881,0.00001550,0.28165409,-0.00001759,-0.01520034,0.00000168,-0.00000001,0.00016628,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.10000000,18.48721249,-0.00113047,0.26493277,0.00002547,-0.00419982,6.28315536,0.19986567,0.00001419,0.26617329,-0.00001851,-0.01428011,0.00000193,-0.00000001,0.00016637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.15000000,18.49714980,-0.00113040,0.27828328,0.00002454,-0.00491383,6.28315544,0.20056330,0.00001283,0.24995827,-0.00001940,-0.01335947,0.00000218,-0.00000001,0.00016646,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.20000000,18.50711643,-0.00113036,0.29083032,0.00002357,-0.00558180,6.28315553,0.20110561,0.00001149,0.23370929,-0.00002025,-0.01253594,0.00000244,-0.00000001,0.00016655,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.25000000,18.51710633,-0.00113036,0.30257173,0.00002256,-0.00620860,6.28315564,0.20151158,0.00001019,0.21802110,-0.00002105,-0.01189775,0.00000273,-0.00000001,0.00016664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.30000000,18.52711403,-0.00113039,0.31353513,0.00002150,-0.00680349,6.28315576,0.20177330,0.00000895,0.20264767,-0.00002180,-0.01127971,0.00000301,-0.00000001,0.00016673,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.35000000,18.53713353,-0.00113046,0.32373592,0.00002041,-0.00736747,6.28315590,0.20189711,0.00000776,0.18749635,-0.00002252,-0.01066745,0.00000328,-0.00000001,0.00016682,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.40000000,18.54715904,-0.00113055,0.33318485,0.00001929,-0.00790084,6.28315606,0.20189295,0.00000662,0.17255393,-0.00002319,-0.01006089,0.00000353,-0.00000001,0.00016691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.45000000,18.55718521,-0.00113068,0.34189204,0.00001813,-0.00840389,6.28315622,0.20177041,0.00000555,0.15780763,-0.00002382,-0.00945990,0.00000378,-0.00000001,0.00016700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.50000000,18.56720706,-0.00113084,0.34986692,0.00001693,-0.00887688,6.28315640,0.20153876,0.00000455,0.14324508,-0.00002440,-0.00886437,0.00000401,-0.00000001,0.00016709,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.55000000,18.57722003,-0.00113102,0.35711834,0.00001571,-0.00932010,6.28315660,0.20120697,0.00000361,0.12885432,-0.00002493,-0.00827416,0.00000423,-0.00000001,0.00016718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.60000000,18.58721989,-0.00113123,0.36365454,0.00001446,-0.00973381,6.28315680,0.20078374,0.00000275,0.11462375,-0.00002542,-0.00768913,0.00000443,-0.00000001,0.00016727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.65000000,18.59720282,-0.00113146,0.36948318,0.00001319,-0.01011827,6.28315702,0.20027750,0.00000195,0.10054210,-0.00002585,-0.00710915,0.00000462,-0.00000001,0.00016736,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.70000000,18.60716532,-0.00113171,0.37461135,0.00001189,-0.01047372,6.28315724,0.19969643,0.00000124,0.08659844,-0.00002623,-0.00653408,0.00000480,-0.00000001,0.00016745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.75000000,18.61710424,-0.00113198,0.37904561,0.00001058,-0.01080043,6.28315748,0.19904851,0.00000060,0.07278213,-0.00002656,-0.00596375,0.00000496,-0.00000001,0.00016754,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.80000000,18.62701678,-0.00113226,0.38279199,0.00000925,-0.01109861,6.28315772,0.19834149,0.00000004,0.05908279,-0.00002683,-0.00539803,0.00000510,-0.00000001,0.00016763,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.85000000,18.63690046,-0.00113256,0.38585601,0.00000791,-0.01136852,6.28315798,0.19758296,-0.00000044,0.04549033,-0.00002705,-0.00483677,0.00000523,-0.00000001,0.00016772,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.90000000,18.64675311,-0.00113287,0.38824269,0.00000655,-0.01161036,6.28315824,0.19678029,-0.00000082,0.03199485,-0.00002721,-0.00427982,0.00000534,-0.00000001,0.00016781,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
128.95000000,18.65657289,-0.00113319,0.38995656,0.00000519,-0.01182435,6.28315850,0.19594074,-0.00000112,0.01858673,-0.00002731,-0.00372703,0.00000543,-0.00000001,0.00016790,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
129.00000000,18.66635825,-0.00113351,0.39100167,0.00000382,-0.01201070,6.28315877,0.19507139,-0.00000134,0.00525650,-0.00002736,-0.00317826,0.00000551,-0.00000001,0.00016798,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
129.05000000,18.67610796,-0.00113384,0.39138162,0.00000245,-0.01216961,6.28315905,0.19417920,-0.00000149,-0.00800511,-0.00002736,-0.00263336,0.00000557,-0.00000001,0.00016807,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
129.10000000,18.68582107,-0.00113417,0.39109954,0.00000108,-0.01230128,6.28315933,0.19327098,-0.00000156,-0.02120522,-0.00002729,-0.00209086,0.00000562,-0.00000001,0.00016816,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
129.15000000,18.69549693,-0.00113450,0.39015823,-0.00000029,-0.01240582,6.28315961,0.19235343,-0.00000154,-0.03434213,-0.00002718,-0.00154941,0.00000564,-0.00000001,0.00016825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
129.20000000,18.70513517,-0.00113482,0.38856057,-0.00000165,-0.01248329,6.28315989,0.19143323,-0.00000145,-0.04741315,-0.00002701,-0.00100848,0.00000564,-0.00000001,0.00016833,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
129.25000000,18.71473568,-0.00113514,0.38630958,-0.00000301,-0.01253372,6.28316017,0.19051695,-0.00000127,-0.06041569,-0.00002679,-0.00046755,0.00000563,-0.00000001,0.00016842,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
129.30000000,18.72429864,-0.00113545,0.38340843,-0.00000435,-0.01255709,6.28316045,0.18961113,-0.00000101,-0.07334721,-0.00002651,0.00007386,0.00000559,-0.00000001,0.00016851,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
129.35000000,18.73382449,-0.00113576,0.37986040,-0.00000568,-0.01255340,6.28316073,0.18872224,-0.00000068,-0.08620438,-0.00002618,0.00061619,0.00000554,-0.00000001,0.00016859,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
