t,x,y,z,roll,pitch,heading,u,v,w,p,q,r,lon,lat,left,right,bow_ver,bow_hor,stern_ver,stern_hor,elevator,rudder,
15.45000000,0.54482230,-0.00000026,0.51265513,0.00000062,-0.00952165,6.28316737,0.07230592,-0.00000001,0.10713747,0.00000158,-0.00998803,-0.00000198,-0.00000000,0.00000490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
15.50000000,0.54838643,-0.00000032,0.51804619,0.00000070,-0.01002105,6.28316727,0.07193403,-0.00000001,0.09340666,0.00000157,-0.00940754,-0.00000198,-0.00000000,0.00000494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
15.55000000,0.55193615,-0.00000039,0.52275233,0.00000078,-0.01049143,6.28316717,0.07147671,-0.00000001,0.07976907,0.00000155,-0.00883326,-0.00000198,-0.00000000,0.00000497,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
15.60000000,0.55546794,-0.00000046,0.52677806,0.00000086,-0.01093309,6.28316707,0.07094164,-0.00000002,0.06621523,0.00000154,-0.00826500,-0.00000198,-0.00000000,0.00000500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
15.65000000,0.55897862,-0.00000053,0.53012740,0.00000093,-0.01134634,6.28316697,0.07033628,-0.00000004,0.05273582,0.00000152,-0.00770260,-0.00000198,-0.00000000,0.00000503,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
15.70000000,0.56246529,-0.00000060,0.53280392,0.00000101,-0.01173147,6.28316687,0.06966797,-0.00000006,0.03932165,0.00000149,-0.00714587,-0.00000198,-0.00000000,0.00000506,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
15.75000000,0.56592538,-0.00000066,0.53481074,0.00000109,-0.01208877,6.28316677,0.06894390,-0.00000009,0.02596366,0.00000147,-0.00659467,-0.00000198,-0.00000000,0.00000509,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
15.80000000,0.56935663,-0.00000073,0.53615049,0.00000116,-0.01241850,6.28316668,0.06817109,-0.00000013,0.01265287,0.00000144,-0.00604886,-0.00000198,-0.00000000,0.00000512,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
15.85000000,0.57275707,-0.00000080,0.53682542,0.00000123,-0.01272094,6.28316658,0.06735648,-0.00000017,-0.00061959,0.00000141,-0.00550829,-0.00000198,-0.00000000,0.00000515,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
15.90000000,0.57612501,-0.00000088,0.53683728,0.00000131,-0.01299636,6.28316648,0.06650688,-0.00000021,-0.01386252,0.00000138,-0.00497246,-0.00000197,-0.00000000,0.00000518,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
15.95000000,0.57945908,-0.00000095,0.53618743,0.00000138,-0.01324498,6.28316638,0.06562882,-0.00000026,-0.02707858,0.00000134,-0.00443348,-0.00000197,-0.00000000,0.00000521,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.00000000,0.58275817,-0.00000102,0.53487708,0.00000144,-0.01346666,6.28316628,0.06472895,-0.00000031,-0.04026479,0.00000130,-0.00389083,-0.00000197,-0.00000000,0.00000524,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.05000000,0.58602144,-0.00000110,0.53290761,0.00000151,-0.01366120,6.28316618,0.06381398,-0.00000036,-0.05341820,0.00000127,-0.00334399,-0.00000196,-0.00000000,0.00000527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.10000000,0.58924832,-0.00000117,0.53028053,0.00000158,-0.01382840,6.28316608,0.06289059,-0.00000041,-0.06653595,0.00000122,-0.00279248,-0.00000195,-0.00000000,0.00000530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.15000000,0.59243855,-0.00000125,0.52699754,0.00000164,-0.01396802,6.28316598,0.06196552,-0.00000047,-0.07961521,0.00000118,-0.00223581,-0.00000194,-0.00000000,0.00000533,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.20000000,0.59559213,-0.00000133,0.52306044,0.00000170,-0.01407981,6.28316589,0.06104550,-0.00000053,-0.09265323,0.00000114,-0.00167354,-0.00000193,-0.00000000,0.00000536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.25000000,0.59870933,-0.00000141,0.51847121,0.00000176,-0.01416349,6.28316579,0.06013730,-0.00000059,-0.10564729,0.00000109,-0.00110524,-0.00000192,-0.00000000,0.00000539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.30000000,0.60179070,-0.00000149,0.51323196,0.00000181,-0.01421875,6.28316569,0.05924774,-0.00000065,-0.11859472,0.00000104,-0.00053051,-0.00000191,-0.00000000,0.00000542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.35000000,0.60483710,-0.00000157,0.50734495,0.00000187,-0.01424528,6.28316560,0.05838362,-0.00000072,-0.13149290,0.00000100,0.00005104,-0.00000190,-0.00000000,0.00000544,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.40000000,0.60784964,-0.00000165,0.50081255,0.00000192,-0.01424272,6.28316550,0.05755183,-0.00000078,-0.14433817,0.00000095,0.00063971,-0.00000188,-0.00000000,0.00000547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.45000000,0.61082973,-0.00000173,0.49363736,0.00000197,-0.01421074,6.28316541,0.05675925,-0.00000085,-0.15711560,0.00000090,0.00123529,-0.00000187,-0.00000000,0.00000550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.50000000,0.61377904,-0.00000182,0.48582270,0.00000201,-0.01414898,6.28316532,0.05601278,-0.00000091,-0.16982021,0.00000085,0.00183783,-0.00000185,-0.00000000,0.00000552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.55000000,0.61669953,-0.00000191,0.47737216,0.00000206,-0.01405708,6.28316522,0.05531930,-0.00000098,-0.18244704,0.00000079,0.00244737,-0.00000184,-0.00000000,0.00000555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.60000000,0.61959345,-0.00000200,0.46828959,0.00000210,-0.01393472,6.28316513,0.05468571,-0.00000105,-0.19499118,0.00000074,0.00306385,-0.00000182,-0.00000000,0.00000558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.65000000,0.62246332,-0.00000209,0.45857908,0.00000214,-0.01378152,6.28316504,0.05411887,-0.00000111,-0.20744770,0.00000069,0.00368722,-0.00000181,-0.00000000,0.00000560,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.70000000,0.62531195,-0.00000218,0.44824497,0.00000217,-0.01359716,6.28316495,0.05362566,-0.00000118,-0.21981173,0.00000064,0.00431735,-0.00000179,-0.00000000,0.00000563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.75000000,0.62814242,-0.00000227,0.43729186,0.00000220,-0.01338129,6.28316486,0.05321289,-0.00000125,-0.23207841,0.00000058,0.00495410,-0.00000178,-0.00000000,0.00000565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.80000000,0.63095810,-0.00000236,0.42572458,0.00000223,-0.01313359,6.28316477,0.05288737,-0.00000132,-0.24424291,0.00000053,0.00559725,-0.00000176,-0.00000000,0.00000568,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.85000000,0.63376263,-0.00000246,0.41354822,0.00000226,-0.01285373,6.28316469,0.05265585,-0.00000138,-0.25630043,0.00000048,0.00624655,-0.00000174,-0.00000000,0.00000570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.90000000,0.63655992,-0.00000256,0.40076809,0.00000229,-0.01254140,6.28316460,0.05252503,-0.00000145,-0.26824620,0.00000043,0.00690172,-0.00000173,-0.00000000,0.00000573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
16.95000000,0.63935417,-0.00000266,0.38738977,0.00000231,-0.01219631,6.28316451,0.05250154,-0.00000151,-0.28007547,0.00000037,0.00756241,-0.00000171,-0.00000000,0.00000575,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.00000000,0.64214984,-0.00000276,0.37341906,0.00000233,-0.01181819,6.28316443,0.05259194,-0.00000157,-0.29178356,0.00000032,0.00822824,-0.00000170,-0.00000000,0.00000578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.05000000,0.64495167,-0.00000286,0.35886197,0.00000235,-0.01140678,6.28316435,0.05280270,-0.00000164,-0.30336580,0.00000027,0.00889878,-0.00000168,-0.00000000,0.00000580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.10000000,0.64776465,-0.00000297,0.34372479,0.00000236,-0.01096184,6.28316426,0.05314018,-0.00000170,-0.31481758,0.00000022,0.00957359,-0.00000167,-0.00000000,0.00000583,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.15000000,0.65059404,-0.00000307,0.32801398,0.00000237,-0.01048316,6.28316418,0.05361064,-0.00000176,-0.32613434,0.00000017,0.01025214,-0.00000165,-0.00000000,0.00000585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.20000000,0.65344537,-0.00000318,0.31173626,0.00000238,-0.00997056,6.28316410,0.05422020,-0.00000181,-0.33731156,0.00000013,0.01093389,-0.00000164,-0.00000000,0.00000588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.25000000,0.65632440,-0.00000329,0.29489855,0.00000239,-0.00942386,6.28316402,0.05497486,-0.00000187,-0.34834479,0.00000008,0.01161827,-0.00000162,-0.00000000,0.00000591,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.30000000,0.65923716,-0.00000341,0.27750798,0.00000239,-0.00884295,6.28316394,0.05586883,-0.00000192,-0.35932146,0.00000003,0.01233050,-0.00000161,-0.00000000,0.00000593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.35000000,0.66218936,-0.00000352,0.25956732,0.00000240,-0.00822642,6.28316386,0.05686326,-0.00000196,-0.37035849,-0.00000002,0.01335861,-0.00000161,-0.00000000,0.00000596,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.40000000,0.66518476,-0.00000364,0.24107341,0.00000240,-0.00755849,6.28316378,0.05798889,-0.00000202,-0.38074764,-0.00000008,0.01467084,-0.00000162,-0.00000000,0.00000599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.45000000,0.66822802,-0.00000376,0.22205848,0.00000239,-0.00682495,6.28316370,0.05930804,-0.00000206,-0.38939993,-0.00000014,0.01607582,-0.00000161,-0.00000000,0.00000601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.50000000,0.67132623,-0.00000389,0.20260918,0.00000239,-0.00602116,6.28316362,0.06083170,-0.00000209,-0.39552373,-0.00000020,0.01746511,-0.00000161,-0.00000000,0.00000604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.55000000,0.67448683,-0.00000401,0.18285166,0.00000238,-0.00514790,6.28316354,0.06254413,-0.00000213,-0.39841189,-0.00000026,0.01874801,-0.00000159,-0.00000000,0.00000607,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.60000000,0.67771655,-0.00000414,0.16294743,0.00000236,-0.00421050,6.28316347,0.06440695,-0.00000217,-0.39741411,-0.00000032,0.01984301,-0.00000150,-0.00000000,0.00000610,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.65000000,0.68102053,-0.00000428,0.14309046,0.00000235,-0.00321835,6.28316339,0.06636197,-0.00000210,-0.39193823,-0.00000038,0.02067660,-0.00000137,-0.00000000,0.00000613,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.70000000,0.68440168,-0.00000441,0.12350433,0.00000233,-0.00218452,6.28316333,0.06833503,-0.00000199,-0.38146404,-0.00000044,0.02118481,-0.00000133,-0.00000000,0.00000616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.75000000,0.68786009,-0.00000454,0.10443864,0.00000231,-0.00112528,6.28316326,0.07024082,-0.00000188,-0.36556186,-0.00000051,0.02131532,-0.00000131,-0.00000000,0.00000619,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.80000000,0.69139270,-0.00000467,0.08616451,0.00000228,-0.00005952,6.28316320,0.07198980,-0.00000176,-0.34391620,-0.00000058,0.02102953,-0.00000130,-0.00000000,0.00000622,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.85000000,0.69499321,-0.00000480,0.06896891,0.00000225,0.00099196,6.28316314,0.07349546,-0.00000160,-0.31634824,-0.00000064,0.02030448,-0.00000130,-0.00000000,0.00000625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.90000000,0.69865229,-0.00000492,0.05314786,0.00000222,0.00200718,6.28316308,0.07468241,-0.00000134,-0.28283445,-0.00000071,0.01913380,-0.00000131,-0.00000000,0.00000629,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
17.95000000,0.70235802,-0.00000504,0.03899868,0.00000219,0.00296387,6.28316301,0.07549419,-0.00000111,-0.24353867,-0.00000077,0.01752782,-0.00000135,-0.00000000,0.00000632,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.00000000,0.70609662,-0.00000515,0.02681061,0.00000215,0.00384027,6.28316295,0.07589874,-0.00000095,-0.19881428,-0.00000085,0.01551269,-0.00000141,-0.00000000,0.00000635,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.05000000,0.70985336,-0.00000526,0.01685539,0.00000210,0.00461590,6.28316288,0.07589367,-0.00000079,-0.14921276,-0.00000092,0.01312879,-0.00000151,-0.00000000,0.00000639,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.10000000,0.71361356,-0.00000537,0.00937732,0.00000206,0.00527234,6.28316280,0.07550756,-0.00000055,-0.09550958,-0.00000098,0.01042866,-0.00000166,-0.00000000,0.00000642,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.15000000,0.71736371,-0.00000547,0.00458200,0.00000201,0.00579377,6.28316272,0.07479885,-0.00000044,-0.03864325,-0.00000105,0.00747429,-0.00000188,-0.00000000,0.00000646,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.20000000,0.72109239,-0.00000558,0.00262820,0.00000196,0.00616749,6.28316263,0.07385290,-0.00000023,0.02026809,-0.00000112,0.00433513,-0.00000206,-0.00000000,0.00000649,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.25000000,0.72479122,-0.00000567,0.00361881,0.00000190,0.00638424,6.28316253,0.07277649,0.00000001,0.07998027,-0.00000118,0.00107632,-0.00000225,-0.00000000,0.00000652,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.30000000,0.72845550,-0.00000577,0.00759451,0.00000184,0.00643806,6.28316241,0.07169069,0.00000018,0.13903901,-0.00000125,-0.00224177,-0.00000242,-0.00000000,0.00000656,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.35000000,0.73208472,-0.00000585,0.01452324,0.00000178,0.00632597,6.28316229,0.07072145,0.00000030,0.19589514,-0.00000133,-0.00553537,-0.00000259,-0.00000000,0.00000659,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.40000000,0.73568268,-0.00000594,0.02429544,0.00000171,0.00604920,6.28316216,0.06999035,0.00000041,0.24907309,-0.00000142,-0.00871667,-0.00000274,-0.00000000,0.00000662,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.45000000,0.73925747,-0.00000602,0.03672769,0.00000164,0.00561337,6.28316203,0.06960325,0.00000053,0.29727957,-0.00000151,-0.01169894,-0.00000281,-0.00000000,0.00000665,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.50000000,0.74282101,-0.00000610,0.05157190,0.00000156,0.00502842,6.28316188,0.06964111,0.00000059,0.33945901,-0.00000161,-0.01439995,-0.00000286,-0.00000000,0.00000668,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.55000000,0.74638837,-0.00000618,0.06852713,0.00000148,0.00430842,6.28316174,0.07015155,0.00000064,0.37484223,-0.00000172,-0.01674650,-0.00000291,-0.00000000,0.00000672,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.60000000,0.74997666,-0.00000626,0.08725395,0.00000139,0.00347110,6.28316159,0.07114462,0.00000067,0.40298144,-0.00000184,-0.01867931,-0.00000285,-0.00000000,0.00000675,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.65000000,0.75360381,-0.00000634,0.10739056,0.00000130,0.00253713,6.28316145,0.07259200,0.00000061,0.42373879,-0.00000196,-0.02015735,-0.00000282,-0.00000000,0.00000678,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.70000000,0.75728715,-0.00000643,0.12856822,0.00000120,0.00152927,6.28316131,0.07443104,0.00000056,0.43726136,-0.00000209,-0.02116132,-0.00000275,-0.00000000,0.00000682,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.75000000,0.76104214,-0.00000652,0.15042557,0.00000110,0.00047120,6.28316117,0.07657179,0.00000048,0.44395177,-0.00000222,-0.02169562,-0.00000267,-0.00000000,0.00000685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.80000000,0.76488119,-0.00000661,0.17262135,0.00000099,-0.00061358,6.28316103,0.07890773,0.00000040,0.44441621,-0.00000235,-0.02178832,-0.00000254,-0.00000000,0.00000688,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.85000000,0.76881294,-0.00000671,0.19484458,0.00000087,-0.00170300,6.28316091,0.08132717,0.00000024,0.43941682,-0.00000248,-0.02148947,-0.00000235,-0.00000000,0.00000692,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.90000000,0.77284187,-0.00000681,0.21682231,0.00000075,-0.00277747,6.28316079,0.08372507,0.00000008,0.42982307,-0.00000260,-0.02086814,-0.00000225,-0.00000000,0.00000696,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
18.95000000,0.77696842,-0.00000693,0.23832501,0.00000062,-0.00382088,6.28316067,0.08601278,-0.00000009,0.41657403,-0.00000272,-0.02000925,-0.00000218,-0.00000000,0.00000699,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.00000000,0.78118944,-0.00000705,0.25916999,0.00000048,-0.00482134,6.28316057,0.08812644,-0.00000016,0.40065508,-0.00000283,-0.01901183,-0.00000211,-0.00000000,0.00000703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.05000000,0.78549913,-0.00000717,0.27922376,0.00000034,-0.00577193,6.28316046,0.09003498,-0.00000024,0.38311133,-0.00000293,-0.01799343,-0.00000206,-0.00000000,0.00000707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.10000000,0.78989024,-0.00000730,0.29840499,0.00000019,-0.00667160,6.28316036,0.09177029,-0.00000028,0.36528429,-0.00000303,-0.01714312,-0.00000200,-0.00000000,0.00000711,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.15000000,0.79435680,-0.00000743,0.31669941,0.00000004,-0.00752876,6.28316026,0.09332912,-0.00000034,0.34811175,-0.00000312,-0.01650142,-0.00000192,-0.00000000,0.00000715,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.20000000,0.79889208,-0.00000756,0.33413964,-0.00000011,-0.00835383,6.28316016,0.09465598,-0.00000039,0.33124960,-0.00000320,-0.01586429,-0.00000185,-0.00000000,0.00000719,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.25000000,0.80348636,-0.00000769,0.35074108,-0.00000027,-0.00914704,6.28316007,0.09576351,-0.00000043,0.31468181,-0.00000327,-0.01523183,-0.00000178,-0.00000000,0.00000723,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.30000000,0.80813042,-0.00000783,0.36651830,-0.00000043,-0.00990864,6.28315998,0.09666390,-0.00000047,0.29839295,-0.00000334,-0.01460413,-0.00000172,-0.00000000,0.00000727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.35000000,0.81281554,-0.00000796,0.38148511,-0.00000060,-0.01063884,6.28315989,0.09736885,-0.00000051,0.28236811,-0.00000340,-0.01398123,-0.00000165,-0.00000000,0.00000731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.40000000,0.81753351,-0.00000810,0.39565451,-0.00000077,-0.01133790,6.28315981,0.09788965,-0.00000054,0.26659289,-0.00000345,-0.01336315,-0.00000159,-0.00000000,0.00000736,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.45000000,0.82227655,-0.00000824,0.40903879,-0.00000094,-0.01200606,6.28315973,0.09823719,-0.00000056,0.25105338,-0.00000349,-0.01274987,-0.00000154,-0.00000000,0.00000740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.50000000,0.82703735,-0.00000837,0.42164952,-0.00000111,-0.01264356,6.28315965,0.09842196,-0.00000057,0.23573612,-0.00000353,-0.01214137,-0.00000148,-0.00000000,0.00000744,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.55000000,0.83180903,-0.00000851,0.43349761,-0.00000129,-0.01325062,6.28315958,0.09845412,-0.00000057,0.22062807,-0.00000355,-0.01153759,-0.00000143,-0.00000000,0.00000749,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.60000000,0.83658514,-0.00000865,0.44459327,-0.00000147,-0.01382750,6.28315951,0.09834346,-0.00000057,0.20571660,-0.00000357,-0.01093847,-0.00000138,-0.00000000,0.00000753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.65000000,0.84135962,-0.00000879,0.45494611,-0.00000164,-0.01437443,6.28315944,0.09809948,-0.00000055,0.19098945,-0.00000358,-0.01034393,-0.00000134,-0.00000000,0.00000757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.70000000,0.84612682,-0.00000892,0.46456509,-0.00000182,-0.01489162,6.28315938,0.09773136,-0.00000053,0.17643469,-0.00000359,-0.00975387,-0.00000130,-0.00000000,0.00000761,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.75000000,0.85088148,-0.00000905,0.47345862,-0.00000200,-0.01537932,6.28315931,0.09724803,-0.00000050,0.16204076,-0.00000358,-0.00916820,-0.00000126,-0.00000000,0.00000766,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.80000000,0.85561871,-0.00000919,0.48163447,-0.00000218,-0.01583773,6.28315925,0.09665814,-0.00000046,0.14779636,-0.00000357,-0.00858680,-0.00000122,-0.00000000,0.00000770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.85000000,0.86033398,-0.00000932,0.48909990,-0.00000236,-0.01626707,6.28315919,0.09597010,-0.00000041,0.13369050,-0.00000355,-0.00800956,-0.00000119,-0.00000000,0.00000774,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.90000000,0.86502312,-0.00000944,0.49586160,-0.00000253,-0.01666754,6.28315913,0.09519212,-0.00000035,0.11971246,-0.00000352,-0.00743635,-0.00000116,-0.00000000,0.00000778,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
19.95000000,0.86968230,-0.00000957,0.50192572,-0.00000271,-0.01703936,6.28315908,0.09433217,-0.00000028,0.10585174,-0.00000348,-0.00686704,-0.00000113,-0.00000000,0.00000783,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
20.00000000,0.87430805,-0.00000969,0.50729790,-0.00000288,-0.01738271,6.28315902,0.09339805,-0.00000020,0.09209808,-0.00000343,-0.00630152,-0.00000111,-0.00000000,0.00000787,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
20.05000000,0.87889720,-0.00000981,0.51198328,-0.00000305,-0.01769779,6.28315896,0.09239738,-0.00000012,0.07844144,-0.00000338,-0.00573964,-0.00000109,-0.00000000,0.00000791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
20.10000000,0.88344694,-0.00000992,0.51598650,-0.00000322,-0.01798477,6.28315891,0.09133763,-0.00000002,0.06487193,-0.00000332,-0.00518128,-0.00000107,-0.00000000,0.00000795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
20.15000000,0.88795475,-0.00001003,0.51931170,-0.00000338,-0.01824384,6.28315886,0.09022611,0.00000009,0.05137986,-0.00000325,-0.00462629,-0.00000105,-0.00000000,0.00000799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
