t,x,y,z,roll,pitch,heading,u,v,w,p,q,r
0.01666667,-0.00001206,-0.00006618,0.00053509,-0.00018037,-0.00004433,0.00000228,-0.00072333,-0.00397092,0.03210548,-0.01082225,-0.00265988,0.00013686
0.03333333,-0.00003531,-0.00019758,0.00159281,-0.00050046,-0.00012893,0.00000694,-0.00139222,-0.00787217,0.06346481,-0.01920523,-0.00507576,0.00027860
0.05000000,-0.00006892,-0.00039361,0.00315440,-0.00092602,-0.00024975,0.00001410,-0.00200509,-0.01171496,0.09370112,-0.02553385,-0.00724993,0.00042578
0.06666667,-0.00011211,-0.00065396,0.00519520,-0.00142832,-0.00040282,0.00002389,-0.00256055,-0.01550776,0.12246308,-0.03013754,-0.00918448,0.00057883
0.08333333,-0.00016406,-0.00097846,0.00768521,-0.00198327,-0.00058416,0.00003643,-0.00305732,-0.01925659,0.14942972,-0.03329707,-0.01088126,0.00073740
0.10000000,-0.00022398,-0.00136698,0.01058965,-0.00257079,-0.00078982,0.00005185,-0.00349429,-0.02296534,0.17431441,-0.03525061,-0.01234176,0.00090046
0.11666667,-0.00029105,-0.00181935,0.01386958,-0.00317414,-0.00101590,0.00007020,-0.00387046,-0.02663607,0.19686766,-0.03619966,-0.01356713,0.00106608
0.13333333,-0.00036444,-0.00233494,0.01748253,-0.00377951,-0.00125847,0.00009153,-0.00418538,-0.03024680,0.21687891,-0.03632106,-0.01455817,0.00123376
0.15000000,-0.00044328,-0.00291222,0.02138324,-0.00437573,-0.00151363,0.00011589,-0.00443893,-0.03375174,0.23417747,-0.03577136,-0.01531528,0.00140376
0.16666667,-0.00052665,-0.00354938,0.02552424,-0.00495364,-0.00177749,0.00014340,-0.00463072,-0.03714141,0.24863220,-0.03467192,-0.01583852,0.00158116
0.18333333,-0.00061357,-0.00424431,0.02985655,-0.00550577,-0.00204613,0.00017436,-0.00475889,-0.04040634,0.26015053,-0.03312474,-0.01612743,0.00177769
0.20000000,-0.00070297,-0.00499458,0.03433026,-0.00602610,-0.00231565,0.00020897,-0.00482273,-0.04353724,0.26867679,-0.03121553,-0.01618253,0.00198766
0.21666667,-0.00079374,-0.00579882,0.03889513,-0.00651000,-0.00258217,0.00024730,-0.00482169,-0.04660180,0.27418990,-0.02902894,-0.01600462,0.00220334
0.23333333,-0.00088467,-0.00665561,0.04350110,-0.00695383,-0.00284181,0.00028929,-0.00475504,-0.04960531,0.27670060,-0.02662298,-0.01559489,0.00241797
