t,x,y,z,roll,pitch,heading,u,v,w,p,q,r
0.01666667,0.00003497,-0.00009056,-0.00104758,-0.00000000,0.00000000,-0.00001005,0.00209820,-0.00543388,-0.06285456,-0.00000002,0.00000001,-0.00060313
0.03333333,0.00010489,-0.00026826,-0.00310546,0.00000309,0.00000038,-0.00003069,0.00419559,-0.01066196,-0.12347283,0.00018524,0.00002280,-0.00123819
0.05000000,0.00020965,-0.00052952,-0.00613431,0.00001164,0.00000107,-0.00006246,0.00628589,-0.01567476,-0.18173148,0.00051306,0.00004167,-0.00190605
0.06666667,0.00034901,-0.00087064,-0.01009322,0.00002745,0.00000162,-0.00010591,0.00836293,-0.02046367,-0.23753465,0.00094852,0.00003287,-0.00260722
0.08333333,0.00052263,-0.00128780,-0.01494010,0.00005184,0.00000123,-0.00016161,0.01042063,-0.02502062,-0.29081331,0.00146390,-0.00002384,-0.00334183
0.10000000,0.00073010,-0.00177710,-0.02063214,0.00008578,-0.00000119,-0.00023010,0.01245304,-0.02933819,-0.34152405,0.00203604,-0.00014548,-0.00410960
0.11666667,0.00097088,-0.00233454,-0.02712622,0.00012989,-0.00000695,-0.00031193,0.01445427,-0.03340956,-0.38964769,0.00264677,-0.00034573,-0.00490985
0.13333333,0.00124438,-0.00295604,-0.03437926,0.00018458,-0.00001752,-0.00040762,0.01641851,-0.03722833,-0.43518721,0.00328115,-0.00063491,-0.00574148
0.15000000,0.00154991,-0.00363744,-0.04234856,0.00025002,-0.00003450,-0.00051768,0.01834006,-0.04078859,-0.47816573,0.00392659,-0.00102012,-0.00660303
0.16666667,0.00188671,-0.00437453,-0.05099210,0.00032625,-0.00005956,-0.00064256,0.02021332,-0.04408506,-0.51862410,0.00457348,-0.00150530,-0.00749263
0.18333333,0.00225397,-0.00516301,-0.06026879,0.00041315,-0.00009437,-0.00078271,0.02203281,-0.04711284,-0.55661857,0.00521320,-0.00209139,-0.00840809
0.20000000,0.00265048,-0.00599852,-0.07013872,0.00051048,-0.00013827,-0.00093919,0.02377353,-0.04986750,-0.59221838,0.00583908,-0.00263778,-0.00938804
0.21666667,0.00307462,-0.00687453,-0.08056327,0.00063233,-0.00018834,-0.00111189,0.02541176,-0.05221749,-0.62550348,0.00730981,-0.00300946,-0.01036013
