t,x,y,z,roll,pitch,heading,u,v,w,p,q,r
0.01666667,-0.00001827,-0.00013947,-0.00104758,-0.00000000,0.00000000,-0.00001885,-0.00109647,-0.00836814,-0.06285452,-0.00000006,0.00000000,-0.00113124
0.03333333,-0.00005242,-0.00041151,-0.00310545,0.00000478,-0.00000025,-0.00005658,-0.00204868,-0.01632233,-0.12347278,0.00028713,-0.00001476,-0.00226375
0.05000000,-0.00010012,-0.00080918,-0.00613431,0.00001800,-0.00000078,-0.00011312,-0.00286042,-0.02385939,-0.18173137,0.00079290,-0.00003205,-0.00339232
0.06666667,-0.00015910,-0.00132552,-0.01009321,0.00004238,-0.00000150,-0.00018833,-0.00353553,-0.03097704,-0.23753439,0.00146265,-0.00004309,-0.00451268
0.08333333,-0.00022718,-0.00195363,-0.01494006,0.00007989,-0.00000220,-0.00028202,-0.00407788,-0.03767469,-0.29081273,0.00225063,-0.00004260,-0.00562123
0.10000000,-0.00030223,-0.00268660,-0.02063205,0.00013190,-0.00000266,-0.00039394,-0.00449137,-0.04395247,-0.34152296,0.00312088,-0.00002808,-0.00671506
0.11666667,-0.00038220,-0.00351762,-0.02712603,0.00019930,-0.00000263,-0.00052380,-0.00477992,-0.04981156,-0.38964568,0.00404358,0.00000058,-0.00779178
0.13333333,-0.00046512,-0.00443992,-0.03437892,0.00028254,-0.00000191,-0.00067129,-0.00494740,-0.05525396,-0.43518397,0.00499482,0.00004153,-0.00884956
0.15000000,-0.00054908,-0.00544683,-0.04234798,0.00038180,-0.00000035,-0.00083607,-0.00499771,-0.06028252,-0.47816076,0.00595510,0.00009118,-0.00988690
0.16666667,-0.00063223,-0.00653173,-0.05099118,0.00049694,0.00000213,-0.00101778,-0.00493476,-0.06490067,-0.51861690,0.00690890,0.00014459,-0.01090267
0.18333333,-0.00071280,-0.00768814,-0.06026742,0.00062766,0.00000550,-0.00121605,-0.00476243,-0.06911241,-0.55660867,0.00784288,0.00019595,-0.01189600
0.20000000,-0.00078908,-0.00890961,-0.07013674,0.00077344,0.00000961,-0.00143048,-0.00448462,-0.07292250,-0.59220542,0.00874694,0.00023885,-0.01286617
0.21666667,-0.00085943,-0.01018985,-0.08056054,0.00093365,0.00001423,-0.00166069,-0.00410522,-0.07633606,-0.62548694,0.00961260,0.00026659,-0.01381270
0.23333333,-0.00092227,-0.01152261,-0.09150166,0.00110752,0.00001900,-0.00190627,-0.00362815,-0.07935880,-0.65654170,0.01043242,0.00027216,-0.01473510
0.25000000,-0.00097607,-0.01290177,-0.10292455,0.00129420,0.00002343,-0.00216682,-0.00305730,-0.08199676,-0.68546453,0.01120120,0.00024869,-0.01563301
0.26666667,-0.00101937,-0.01432132,-0.11479530,0.00149276,0.00002695,-0.00244191,-0.00239661,-0.08425661,-0.71235472,0.01191419,0.00018972,-0.01650608
0.28333333,-0.00105075,-0.01577534,-0.12708172,0.00170221,0.00002887,-0.00273114,-0.00165001,-0.08614525,-0.73731462,0.01256732,0.00008914,-0.01735392
0.30000000,-0.00106886,-0.01725804,-0.13975334,0.00192149,0.00002841,-0.00303408,-0.00082142,-0.08767006,-0.76044773,0.01315756,-0.00005861,-0.01817614
0.31666667,-0.00107238,-0.01876372,-0.15278143,0.00214953,0.00002471,-0.00335029,0.00008521,-0.08883869,-0.78185764,0.01368263,-0.00025843,-0.01897219
0.33333333,-0.00106004,-0.02028680,-0.16613897,0.00238520,0.00001684,-0.00367934,0.00106594,-0.08965921,-0.80164708,0.01414062,-0.00051442,-0.01974155
0.35000000,-0.00103064,-0.02182184,-0.17980063,0.00262736,0.00000382,-0.00402076,0.00211679,-0.09013992,-0.81991681,0.01453018,-0.00083005,-0.02048353
0.36666667,-0.00098300,-0.02336351,-0.19374271,0.00287487,-0.00001538,-0.00437410,0.00323378,-0.09028957,-0.83676480,0.01485034,-0.00120773,-0.02119735
0.38333333,-0.00091598,-0.02490660,-0.20794310,0.00312655,-0.00004182,-0.00473888,0.00441292,-0.09011693,-0.85228599,0.01510043,-0.00164913,-0.02188210
0.40000000,-0.00082850,-0.02644603,-0.22238121,0.00338123,-0.00007656,-0.00511460,0.00565023,-0.08963121,-0.86657144,0.01528011,-0.00215525,-0.02253672
0.41666667,-0.00071951,-0.02797687,-0.23703792,0.00363776,-0.00012069,-0.00550075,0.00694174,-0.08884184,-0.87970831,0.01538978,-0.00272599,-0.02316005
0.43333333,-0.00058800,-0.02949432,-0.25189547,0.00389496,-0.00017526,-0.00589680,0.00828352,-0.08775839,-0.89177946,0.01542969,-0.00336064,-0.02375081
