t,x,y,z,roll,pitch,heading,u,v,w,p,q,r
0.01666667,-0.00006345,-0.00011780,-0.00104758,0.00005748,-0.00003272,-0.00001796,-0.00380709,-0.00706771,-0.06285455,0.00344855,-0.00196337,-0.00107763
0.03333333,-0.00018660,-0.00034976,-0.00310543,0.00016355,-0.00009351,-0.00005410,-0.00739263,-0.01391068,-0.12347207,0.00636430,-0.00364741,-0.00216829
0.05000000,-0.00036553,-0.00069314,-0.00613421,0.00030637,-0.00017771,-0.00010850,-0.01075185,-0.02057387,-0.18172862,0.00856917,-0.00505246,-0.00326324
0.06666667,-0.00059622,-0.00114540,-0.01009291,0.00047555,-0.00028078,-0.00018104,-0.01388031,-0.02706408,-0.23752797,0.01015009,-0.00618552,-0.00435034
0.08333333,-0.00087452,-0.00170361,-0.01493940,0.00066500,-0.00039843,-0.00027141,-0.01677358,-0.03335736,-0.29080094,0.01136497,-0.00706183,-0.00541863
0.10000000,-0.00119623,-0.00236449,-0.02063083,0.00087196,-0.00052665,-0.00037910,-0.01942836,-0.03943093,-0.34150420,0.01241538,-0.00769722,-0.00645621
0.11666667,-0.00155714,-0.00312441,-0.02712400,0.00109630,-0.00066166,-0.00050343,-0.02184241,-0.04526381,-0.38961860,0.01345663,-0.00810744,-0.00745321
0.13333333,-0.00195301,-0.00397944,-0.03437579,0.00133983,-0.00079999,-0.00064365,-0.02401441,-0.05083694,-0.43514733,0.01460598,-0.00830887,-0.00840395
0.15000000,-0.00237965,-0.00492540,-0.04234343,0.00160579,-0.00093843,-0.00079898,-0.02594388,-0.05613356,-0.47811357,0.01594999,-0.00831865,-0.00930848
0.16666667,-0.00283289,-0.00595877,-0.05098485,0.00189301,-0.00107403,-0.00096871,-0.02763141,-0.06119130,-0.51855818,0.01722368,-0.00815218,-0.01017069
0.18333333,-0.00330867,-0.00707643,-0.06025889,0.00219822,-0.00120397,-0.00115211,-0.02907950,-0.06603344,-0.55653761,0.01830075,-0.00781726,-0.01098935
0.20000000,-0.00380306,-0.00827524,-0.07012557,0.00251867,-0.00132537,-0.00134818,-0.03029302,-0.07066163,-0.59212125,0.01921314,-0.00731030,-0.01174784
0.21666667,-0.00431222,-0.00955178,-0.08054622,0.00285389,-0.00143556,-0.00155552,-0.03127522,-0.07505879,-0.62538926,0.02009657,-0.00664223,-0.01242400
0.23333333,-0.00483243,-0.01090074,-0.09148367,0.00321449,-0.00153216,-0.00177314,-0.03202865,-0.07911264,-0.65643015,0.02161730,-0.00583326,-0.01304088
0.25000000,-0.00536010,-0.01231800,-0.10290229,0.00360314,-0.00161288,-0.00200039,-0.03255890,-0.08288882,-0.68533848,0.02329777,-0.00488745,-0.01361927
0.26666667,-0.00589182,-0.01380094,-0.11476812,0.00401385,-0.00167535,-0.00223617,-0.03287339,-0.08647454,-0.71221352,0.02462006,-0.00379891,-0.01413268
0.28333333,-0.00642427,-0.01534613,-0.12704887,0.00444596,-0.00171762,-0.00247914,-0.03297450,-0.08982469,-0.73715760,0.02590219,-0.00259491,-0.01456800
0.30000000,-0.00695438,-0.01694807,-0.13971403,0.00491017,-0.00173750,-0.00272877,-0.03287306,-0.09281596,-0.76027430,0.02782697,-0.00125908,-0.01497224
0.31666667,-0.00747926,-0.01860457,-0.15273475,0.00539872,-0.00173259,-0.00298399,-0.03257872,-0.09563825,-0.78166680,0.02928610,0.00021935,-0.01531484
0.33333333,-0.00799609,-0.02031255,-0.16608392,0.00590922,-0.00170123,-0.00324378,-0.03209180,-0.09824545,-0.80143786,0.03060296,0.00179744,-0.01559717
0.35000000,-0.00850238,-0.02206699,-0.17973612,0.00644933,-0.00164105,-0.00350760,-0.03142947,-0.10052275,-0.81968824,0.03237998,0.00351687,-0.01584998
0.36666667,-0.00899578,-0.02386601,-0.19366754,0.00701098,-0.00155001,-0.00377428,-0.03059685,-0.10265125,-0.83651555,0.03367245,0.00535943,-0.01603612
0.38333333,-0.00947410,-0.02570529,-0.20785598,0.00759784,-0.00142621,-0.00404347,-0.02960188,-0.10449375,-0.85201478,0.03518708,0.00731469,-0.01620266
0.40000000,-0.00993549,-0.02758187,-0.22228073,0.00820764,-0.00126716,-0.00431407,-0.02846226,-0.10612695,-0.86627675,0.03656446,0.00941894,-0.01630830
0.41666667,-0.01037815,-0.02949327,-0.23692256,0.00883600,-0.00107121,-0.00458580,-0.02717770,-0.10758358,-0.87938845,0.03768098,0.01162325,-0.01639992
0.43333333,-0.01080065,-0.03143509,-0.25176363,0.00948693,-0.00083596,-0.00485772,-0.02576919,-0.10875197,-0.89143278,0.03903828,0.01396998,-0.01643909
0.45000000,-0.01120165,-0.03340586,-0.26678739,0.01015267,-0.00055966,-0.00512954,-0.02423924,-0.10980501,-0.90248796,0.03993058,0.01642237,-0.01646570
0.46666667,-0.01158016,-0.03540058,-0.28197858,0.01083884,-0.00024017,-0.00540053,-0.02260642,-0.11053851,-0.91262817,0.04116120,0.01900347,-0.01645333
0.48333333,-0.01193532,-0.03741797,-0.29732305,0.01153776,0.00012425,-0.00567038,-0.02087652,-0.11117055,-0.92192270,0.04193160,0.02168858,-0.01642688
0.50000000,-0.01226655,-0.03945289,-0.31277909,0.01211697,0.00053559,-0.00593852,-0.01906611,-0.11149818,-0.92871300,0.03475468,0.02449318,-0.01637189
0.51666667,-0.01257338,-0.04150005,-0.32823659,0.01244139,0.00099572,-0.00620477,-0.01718309,-0.11169050,-0.92888067,0.01947348,0.02741198,-0.01630870
0.53333333,-0.01285541,-0.04354753,-0.34355870,0.01256780,0.00150639,-0.00646881,-0.01524369,-0.11150417,-0.92080049,0.00760067,0.03044066,-0.01622235
0.55000000,-0.01311226,-0.04558822,-0.35862012,0.01253405,0.00206880,-0.00673072,-0.01325745,-0.11117160,-0.90517498,-0.00200143,0.03354439,-0.01613750
0.56666667,-0.01334360,-0.04761296,-0.37330740,0.01237777,0.00268386,-0.00699024,-0.01123921,-0.11052000,-0.88271630,-0.00934462,0.03670573,-0.01603207
0.58333333,-0.01354908,-0.04961714,-0.38751870,0.01212339,0.00335210,-0.00724754,-0.00919961,-0.10977022,-0.85412991,-0.01522147,0.03990020,-0.01593323
0.60000000,-0.01372834,-0.05159408,-0.40116364,0.01179585,0.00407380,-0.00750242,-0.00715110,-0.10875697,-0.82010397,-0.01960098,0.04311361,-0.01581636
0.61666667,-0.01388097,-0.05354122,-0.41416279,0.01141114,0.00484898,-0.00775519,-0.00510376,-0.10768555,-0.78130076,-0.02302110,0.04632835,-0.01571357
0.63333333,-0.01400654,-0.05545487,-0.42644722,0.01098455,0.00567750,-0.00800538,-0.00306924,-0.10645588,-0.73835209,-0.02552265,0.04953682,-0.01557754
